Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.061,1900,01,00,54,0,,,
0.061,1900,01,00,54,0,,,
0.061,1900,01,00,54,0,,,
0.061,1900,01,00,54,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.068,1900,01,00,77,0,,,
0.068,1900,01,00,77,0,,,
0.068,1900,01,00,77,0,,,
0.068,1900,01,00,77,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.056,1900,01,00,47,0,,,
0.056,1900,01,00,47,0,,,
0.056,1900,01,00,47,0,,,
0.056,1900,01,00,47,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.058,1900,01,00,49,0,,,
0.058,1900,01,00,49,0,,,
0.058,1900,01,00,49,0,,,
0.058,1900,01,00,49,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.076,1900,01,00,101,0,,,
0.076,1900,01,00,101,0,,,
0.076,1900,01,00,101,0,,,
0.076,1900,01,00,101,0,,,
0.077,1900,01,00,104,0,,,
0.077,1900,01,00,104,0,,,
0.077,1900,01,00,104,0,,,
0.077,1900,01,00,104,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.074,1900,01,00,97,0,,,
0.074,1900,01,00,97,0,,,
0.074,1900,01,00,97,0,,,
0.074,1900,01,00,97,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.054,1900,01,00,46,0,,,
0.054,1900,01,00,46,0,,,
0.054,1900,01,00,46,0,,,
0.054,1900,01,00,46,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.056,1900,01,00,47,0,,,
0.056,1900,01,00,47,0,,,
0.056,1900,01,00,47,0,,,
0.056,1900,01,00,47,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.058,1900,01,00,49,0,,,
0.058,1900,01,00,49,0,,,
0.058,1900,01,00,49,0,,,
0.058,1900,01,00,49,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.069,1900,01,00,80,0,,,
0.069,1900,01,00,80,0,,,
0.069,1900,01,00,80,0,,,
0.069,1900,01,00,80,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.071,1900,01,00,87,0,,,
0.071,1900,01,00,87,0,,,
0.071,1900,01,00,87,0,,,
0.071,1900,01,00,87,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.064,1900,01,00,64,0,,,
0.064,1900,01,00,64,0,,,
0.064,1900,01,00,64,0,,,
0.064,1900,01,00,64,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.066,1900,01,00,71,0,,,
0.066,1900,01,00,71,0,,,
0.066,1900,01,00,71,0,,,
0.066,1900,01,00,71,0,,,
0.074,1900,01,00,97,0,,,
0.074,1900,01,00,97,0,,,
0.074,1900,01,00,97,0,,,
0.074,1900,01,00,97,0,,,
0.058,1900,01,00,49,0,,,
0.058,1900,01,00,49,0,,,
0.058,1900,01,00,49,0,,,
0.058,1900,01,00,49,0,,,
0.066,1900,01,00,71,0,,,
0.066,1900,01,00,71,0,,,
0.066,1900,01,00,71,0,,,
0.066,1900,01,00,71,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.071,1900,01,00,87,0,,,
0.071,1900,01,00,87,0,,,
0.071,1900,01,00,87,0,,,
0.071,1900,01,00,87,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
